"state","state_cd","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan","taf_enrollment","taf_enrollment_in_claims","chse_matched_last_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name","id_occurrence_no"
"Massachusetts","MA",2021,"","Comprehensive MCO","Accountable Care Partnership Plans (Comprehensive MCO)","Boston Accountable Care Organization in partnership with BMC HealthNet Plan","Attleboro, Boston, Brockton, Fall River, Falmouth, Greenfield Holyoke, Lynn Malden, New Bedford, Northampton, Plymouth, Quincy, Revere, Somerville, Southbridge, Springfield, Taunton, Waltham, Wareham, Westfield, Woburn",141104,0,141104,"Boston Medical Center Health Plan, Inc.","BMC HealthNet Plan (Boston Accountable Care Organization)","Boston Medical Center HealthNet Plan",1,"166052","166095",1,0,"BMC Health System, Inc","BMC HealthNet Plan (Boston Accountable Care Organization)",1
"Massachusetts","MA",2021,"","Comprehensive MCO","Accountable Care Partnership Plans (Comprehensive MCO)","Mercy Medical Center in partnership with BMC HealthNet Plan","Holyoke, Northampton, Springfield, Westfield",32117,0,32117,"Boston Medical Center Health Plan, Inc.","BMC HealthNet Plan (Mercy Medical Center)","Boston Medical Center HealthNet Plan",1,"37428","37417",1,0,"BMC Health System, Inc","BMC HealthNet Plan (Mercy Medical Center)",1
"Massachusetts","MA",2021,"","Comprehensive MCO","Accountable Care Partnership Plans (Comprehensive MCO)","Signature Healthcare in partnership with BMC HealthNet Plan","Attleboro, Brockton, Plymouth, Quincy, Taunton",22432,0,22432,"Boston Medical Center Health Plan, Inc.","BMC HealthNet Plan (Signature Healthcare)","Boston Medical Center HealthNet Plan",1,"26360","26378",1,0,"BMC Health System, Inc","BMC HealthNet Plan (Signature Healthcare)",1
"Massachusetts","MA",2021,"","Comprehensive MCO","Accountable Care Partnership Plans (Comprehensive MCO)","Southcoast Health in partnership with BMC HealthNet Plan","Attleboro, Fall River, Falmouth, New Bedford, Plymouth, Taunton, Wareham",20043,0,20043,"Boston Medical Center Health Plan, Inc.","BMC HealthNet Plan (Southcoast Health)","Boston Medical Center HealthNet Plan",1,"23444","23439",1,0,"BMC Health System, Inc","BMC HealthNet Plan (Southcoast Health)",1
"Massachusetts","MA",2021,"","Primary Care Case Management (PCCM)","Primary Care Accountable Care Organization (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Community Care Cooperative, Inc.","Statewide",158327,0,158327,"Community Care Health Plan (WI)",NA,NA,0,"193634","194264",1,0,"Community Care Health Plan (WI)","Community Care Health Plan (WI)",1
"Massachusetts","MA",2021,"","Primary Care Case Management (PCCM)","Primary Care Accountable Care Organization (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Mass General Brigham ACO","Statewide",142897,0,142897,"Partners HealthCare Choice",NA,NA,0,"170275","170644",1,0,"Partners HealthCare Choice","Partners HealthCare Choice",1
"Massachusetts","MA",2021,"","Primary Care Case Management (PCCM)","Primary Care Accountable Care Organization (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Steward Health Choice","Statewide",147897,0,147897,"Steward Medicaid Care Network, Inc.",NA,NA,0,"180658","180755",1,0,"Steward Health Care System","Steward Medicaid Care Network, Inc.",1
"Massachusetts","MA",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2224","3759",0,0,"Lahey Masshealth","Lahey Masshealth",1
"Massachusetts","MA",2021,"","Primary Care Case Management (PCCM)","Primary Care Clinician Program (Primary Care Case Management (PCCM))","Multiple primary care providers","Statewide",112733,0,112733,"Multiple Primary Care Clinicians (PCCM)",NA,NA,0,NA,NA,0,0,"Multiple Primary Care Providers","Multiple Primary Care Providers",1
"Maryland","MD",2021,"","Comprehensive MCO","HealthChoice (Comprehensive MCO)","Maryland Physicians Care","Allegany, Anne Arundel, Baltimore City, Baltimore County, Calvert, Caroline, Carroll, Cecil, Charles, Dorchester, Frederick, Garrett, Harford, Howard, Kent, Montgomery, Prince George's, Queen Anne's, Somerset, St. Mary's, Talbot, Washington, Wicomico, and Worcester counties",253832,0,253832,"Maryland Care, Inc.","Maryland Physicians Care","",1,"255069","255622",1,0,"MPC","Maryland Physicians Care",1
"Maryland","MD",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Hopkins ElderPlus","Zip codes: 21202, 21205, 21206, 21213, 21214, 21217, 21218, 21219, 21220, 21221, 21222, 21224, 21227, 21231, 21237, and 21052",24,83,107,"Johns Hopkins HealthCare, Inc.",NA,NA,0,"145","145",1,0,"Johns Hopkins Healthcare LLC","Johns Hopkins HealthCare, Inc.",1
"Maryland","MD",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Hopkins ElderPlus","Zip codes: 21202, 21205, 21206, 21213, 21214, 21217, 21218, 21219, 21220, 21221, 21222, 21224, 21227, 21231, 21237, and 21052",0,0,0,"Johns Hopkins HealthCare, Inc.",NA,NA,0,"Less than 100","Less than 100",1,0,"Johns Hopkins Healthcare LLC","Johns Hopkins HealthCare, Inc.",1
"Maryland","MD",2021,"","Comprehensive MCO","HealthChoice (Comprehensive MCO)","Kaiser Permanente of the Mid-Atlantic States","Anne Arundel, Baltimore City, Baltimore County, Calvert, Charles, Harford, Howard, Montgomery, Prince George's, and St. Mary's counties",119068,0,119068,"Kaiser Permanente","Kaiser Permanente of the Mid-Atlantic States","Kaiser Permanente",1,"117494","117592",1,0,"Kaiser Permanente","Kaiser Permanente of the Mid-Atlantic States",1
"Maryland","MD",2021,"","Comprehensive MCO","HealthChoice (Comprehensive MCO)","CareFirst BCBS Community Health Plan Maryland","Anne Arundel, Baltimore City, Baltimore County, Calvert, Caroline, Carroll, Cecil, Charles, Dorchester, Frederick, Harford, Howard, Kent, Montgomery, Prince George's, Queen Anne's, Somerset, St. Mary's, Talbot, Washington, Wicomico, and Worcester counties",80162,0,80162,"CareFirst Community Partners, Inc.","CareFirst BCBS Community Health Plan Maryland","CareFirst BlueCross BlueShield",1,"74364","74438",1,1,"CareFirst Community Partners, Inc.","CareFirst BCBS Community Health Plan Maryland",1
"Maryland","MD",2021,"","Comprehensive MCO","HealthChoice (Comprehensive MCO)","Amerigroup Community Care","Allegany, Anne Arundel, Baltimore City, Baltimore County, Calvert, Caroline, Carroll, Cecil, Charles, Dorchester, Frederick, Garrett, Harford, Howard, Kent, Montgomery, Prince George's, Queen Anne's, Somerset, St. Mary's, Talbot, Washington, Wicomico, and Worcester counties",332870,0,332870,"Elevance Health","Amerigroup Community Care","Anthem",1,"332327","332848",1,0,"Anthem","Amerigroup Community Care",1
"Maryland","MD",2021,"","Comprehensive MCO","HealthChoice (Comprehensive MCO)","Jai Medical Systems","Anne Arundel, Baltimore City, Baltimore County, Harford, and Howard counties",30636,0,30636,"Jai Medical Systems","Jai Medical Systems","",1,"32559","32660",1,0,"Jai Medical Systems","Jai Medical Systems",1
"Maryland","MD",2021,"","Comprehensive MCO","HealthChoice (Comprehensive MCO)","UnitedHealthcare of the Mid-Atlantic","Allegany, Anne Arundel, Baltimore City,  Baltimore County, Calvert, Caroline, Carroll, Cecil, Charles, Dorchester, Frederick, Garrett, Harford, Howard, Kent, Montgomery, Prince George's, Queen Anne's, Somerset, St. Mary's, Talbot, Washington, Wicomico, and Worcester counties",175402,0,175402,"UnitedHealth Group","United Healthcare Community Plan","UnitedHealth Group",1,"177872","178129",1,0,"United Healthcare","United Healthcare Community Plan",1
"Maryland","MD",2021,"","Comprehensive MCO","HealthChoice (Comprehensive MCO)","MedStar Family Choice","Anne Arundel, Baltimore City, Baltimore County, Calvert, Charles, Harford, Montgomery, Prince George's, and St Mary's counties",111394,0,111394,"MedStar Health, Inc.","MedStar Family Choice","MedStar Health",1,"113610","113786",1,0,"MedStar Health","MedStar Family Choice",1
"Maryland","MD",2021,"","Comprehensive MCO","HealthChoice (Comprehensive MCO)","Priority Partners","Allegany, Anne Arundel, Baltimore City, Baltimore County, Calvert, Caroline Carroll, Cecil, Charles, Dorchester, Frederick, Garrett, Harford, Howard, Kent,  Montgomery, Prince George's, Queen Anne's, Somerset, St. Mary's, Talbot, Washington, Wicomico,  and Worcester counties",359186,0,359186,"Johns Hopkins HealthCare, Inc.","Priority Partners","",1,"359961","360514",1,0,"Johns Hopkins Healthcare LLC","Priority Partners",1
"Maryland","MD",2021,"","Comprehensive MCO","HealthChoice (Comprehensive MCO)","Aetna Better Health of Maryland","Allegany, Anne Arundel, Baltimore City, Baltimore County, Calvert, Caroline, Carroll, Cecil, Charles, Dorchester, Frederick, Garrett, Harford, Howard, Kent, Montgomery, Prince George's, Queen Anne's, Somerset, St. Mary's, Talbot, Washington, Wicomico, and Worcester counties",57942,0,57942,"CVS Health","Aetna Better Health of Maryland","CVS Health",1,"59757","59779",1,0,"CVS Health Corporation","Aetna Better Health of Maryland",1
"Maine","ME",2021,"","Primary Care Case Management (PCCM)","MaineCare (Primary Care Case Management (PCCM))","Multiple Primary Care Providers","Statewide",228386,0,228386,"MaineCare",NA,NA,0,"251764","137453",1,0,"MaineCare","MaineCare",1
"Maine","ME",2021,"","Non-Emergency Medical Transportation","NET (Non-Emergency Medical Transportation)","Penquis CAP","Regions 3 and 4",77752,16917,94669,"MaineCareNET",NA,NA,0,NA,NA,0,0,"MaineCare","MaineCare NET",1
"Maine","ME",2021,"","Non-Emergency Medical Transportation","NET (Non-Emergency Medical Transportation)","Modivcare","Regions 1, 2, 6, 7 and 8",160813,32755,193568,"MaineCareNET",NA,NA,0,NA,NA,0,0,"Modivcare","MaineCare NET",2
"Maine","ME",2021,"","Non-Emergency Medical Transportation","NET (Non-Emergency Medical Transportation)","MidCoast Connector","Region 5",33165,5209,38374,"MaineCareNET",NA,NA,0,NA,NA,0,0,"MaineCare","MaineCare NET",3
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Michigan","MI",2021,"","Behavioral Health Organization (BHO) only (PIHP and/or PAHP)","Specialty Prepaid Inpatient Health Plans (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Oakland County CMH Authority","Oakland",206040,0,206040,"Oakland County CMH Authority",NA,NA,0,"242558","244706",1,0,"Oakland County CMH Authority","Oakland County CMH Authority",1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Michigan","MI",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1290357","1229699",0,0,"Modivcare","Modivcare",1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Michigan","MI",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE of Southwest MI","Berrien and parts of Cass and VanBuren counties",15,214,229,"Independent corporation with a board comprised with equal representation Region 4 Area Agency on Aging, Lakeland Healthcare, and Hospice at Home.",NA,NA,0,"283","283",1,0,"PACE of Southwest Michigan","Independent corporation with a board comprised with equal representation Region 4 Area Agency on Aging, Lakeland Healthcare, and Hospice at Home.",1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Michigan","MI",2021,"","Behavioral Health Organization (BHO) only (PIHP and/or PAHP)","Specialty Prepaid Inpatient Health Plans (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Northcare Network","Alger, Baraga, Chippewa, Delta, Dickinson, Gogebic, Houghton, Iron, Keewanaw, Luce, Mackinac, Marquette, Menominee, Ontonagon, Schoolcraft",72768,0,72768,"Northcare Network",NA,NA,0,"82978","83232",1,0,"Northcare Network","Northcare Network",1
"Michigan","MI",2021,"","Behavioral Health Organization (BHO) only (PIHP and/or PAHP)","Specialty Prepaid Inpatient Health Plans (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Southwest MI Behavioral Health","Barry, Berrien, Branch, Calhoun, Cass, Kalamazoo, St. Joseph,  Van Buren",231212,0,231212,"Southwest MI Behavioral Health",NA,NA,0,"265666","267104",1,0,"Southwest Michigan Behavioral Health","Southwest MI Behavioral Health",1
"Michigan","MI",2021,"","Behavioral Health Organization (BHO) only (PIHP and/or PAHP)","Specialty Prepaid Inpatient Health Plans (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Region 10 PIHP","Genesee, Lapeer, Sanilac, St. Clair",222039,0,222039,"Region 10 PIHP",NA,NA,0,"249370","249717",1,0,"Region 10","Region 10 PIHP",1
"Michigan","MI",2021,"","Behavioral Health Organization (BHO) only (PIHP and/or PAHP)","Specialty Prepaid Inpatient Health Plans (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Mid-State Health Network","Arenac, Bay, Clare, Clinton, Eaton, Gladwin, Gratiot, Hillsdale, Huron, Ingham, Ionia, Isabella, Jackson, Mecosta, Midland, Montcalm, Newaygo, Oceaola, Saginaw, Shiawassee, Tuscola",431605,0,431605,"Mid-State Health Network",NA,NA,0,"491074","493144",1,0,"Mid-State Health Network","Mid-State Health Network",1
"Michigan","MI",2021,"","Behavioral Health Organization (BHO) only (PIHP and/or PAHP)","Specialty Prepaid Inpatient Health Plans (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Lakeshore Regional Entity","Allegan, Kent, Lake, Mason, Muskegon, Oceana, Ottawa",301835,0,301835,"Lakeshore Regional Entity",NA,NA,0,"347115","347870",1,0,"Lakeshore Regional Entity","Lakeshore Regional Entity",1
"Michigan","MI",2021,"","Behavioral Health Organization (BHO) only (PIHP and/or PAHP)","Specialty Prepaid Inpatient Health Plans (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","CMH Partnership of Southeast Michigan","Lenawee, Livingston, Monroe, Washtenaw",136586,0,136586,"CMH Partnership of Southeast Michigan",NA,NA,0,"160627","160902",1,0,"CMH Partnership of Southeast Michigan","CMH Partnership of Southeast Michigan",1
"Michigan","MI",2021,"","Behavioral Health Organization (BHO) only (PIHP and/or PAHP)","Specialty Prepaid Inpatient Health Plans (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Northern Michigan Regional Entity","Alcona, Alpena, Antrim, Benzie, Charlevoix, Cheboygan, Crawford, Emmet, Grand Traverse, Iosco, Kalkaska,  Leelanau, Manistee, Missaukee, Montmorency, Oscoda, Otsego, Ogemaw, Presque Isle, Roscommon, Wexford",136180,0,136180,"Northern Michigan Regional Entity",NA,NA,0,"155369","156128",1,0,"Northern Michigan Regional Entity","Northern Michigan Regional Entity",1
"Michigan","MI",2021,"","Behavioral Health Organization (BHO) only (PIHP and/or PAHP)","Specialty Prepaid Inpatient Health Plans (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Detroit Wayne Mental Health Authority","Wayne",736204,0,736204,"Detroit Wayne Mental Health Authority",NA,NA,0,"822600","822187",1,0,"Detroit Wayne Mental Health Authority","Detroit Wayne Mental Health Authority",1
"Michigan","MI",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Huron Valley PACE","Washtenaw, and parts of Livingston, Monroe, Oakland, and Wayne",7,229,236,"Huron Valley is a separately incorporated partnership of United Methodist Retirement Communities (UMRC).",NA,NA,0,"307","308",1,0,"United Methodist Retirement Communities, Inc.","Huron Valley is a separately incorporated partnership of United Methodist Retirement Communities (UMRC).",1
"Michigan","MI",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"3793","3816",0,0,"Independence Health Group","Independence Health Group",1
"Michigan","MI",2021,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4836","4853",0,0,"Meridian","Meridian Health Plan of Michigan",1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Michigan","MI",2021,"","Comprehensive MCO","Comprehensive Health Care Program (Comprehensive MCO)","Blue Cross Complete of Michigan","Allegan, Barry, Clinton, Eaton, Genesee, Hillsdale, Huron, Ingham, Ionia, Jackson, Kent, Lake, Lapeer, Lenawee, Livingston, Macomb, Mason, Mecosta, Monroe, Montcalm, Muskegon, Newaygo, Oakland, Oceana, Osceola, Ottawa, St. Clair, Sanilac, Shiawassee, Tuscola, Washtenaw, Wayne",310608,4339,314947,"Blue Cross Complete of Michigan","Blue Cross Complete of Michigan","",1,"367855","368047",1,0,"Blue Cross Blue Shield of Michigan","Blue Cross Complete of Michigan",1
"Michigan","MI",2021,"","Comprehensive MCO","Healthy Michigan Plan (Comprehensive MCO)","Blue Cross Complete of Michigan","Allegan, Barry, Clinton, Eaton, Genesee, Hillsdale, Huron, Ingham, Ionia, Jackson, Kent, Lake, Lapeer, Lenawee, Livingston, Macomb, Mason, Mecosta, Monroe, Montcalm, Muskegon, Newaygo, Oakland, Oceana, Osceola, Ottawa, St. Clair, Sanilac, Shiawassee, Tuscola, Washtenaw, Wayne",136936,0,136936,"Blue Cross Complete of Michigan","Blue Cross Complete of Michigan","",1,"367855","368047",1,0,"Blue Cross Blue Shield of Michigan","Blue Cross Complete of Michigan",2
