"state","state_cd","year","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan","taf_enrollment","taf_enrollment_in_claims","chse_matched_last_year","chse_matched_next_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1152","1130",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"3101",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"13585",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"448",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"367",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1596","1581",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"466","457",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"373","356",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"186","181",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"462","194",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100","Less than 100",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"297","141",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"2263",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"392","240",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"2116","2057",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"570","557",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"361",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1866","1811",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"840","591",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"217","132",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"7586",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1141",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"428",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"2635",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"5129",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"2080","1377",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"836","574",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"629","440",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"788","322",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1001",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"125",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1464","1288",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"813","559",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"271","224",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"581","547",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"636",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"256","116",NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"367",NA,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"5615","4233",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"218",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"143","Less than 100",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"362","263",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"382",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"102",NA,NA,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"10661","6392",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"7775","5535",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"3527","1689",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"3930","2584",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1261","759",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"278","231",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1855","1656",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"369","244",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1313","1122",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"828","673",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"883","670",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1582","1168",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"1381","632",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"6462","5615",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"Less than 100",NA,1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"5186","4441",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
"Oklahoma","OK",2020,"Primary Care Case Management (PCCM)","SoonerCare Choice (Primary Care Case Management (PCCM))","SoonerCare Choice","Statewide",0,0,0,"SoonerCare Choice",NA,NA,0,"4940","3689",1,1,0,"Multiple Primary Care Providers","Oklahoma Health Care Authority"
